id,occured_at,city,insee_com,lat,long,lum,atm,col
202400000006,2024-03-25 04:00:00,Marseille 13,13215,43.34147000,5.37306000,5,1,3
202400000007,2024-03-24 02:45:00,Marseille 13,13201,43.29253000,5.37197000,5,1,3
202400000011,2024-03-24 19:35:00,Paris 75,75112,48.84046000,2.41368600,2,1,2
202400000012,2024-03-24 01:20:00,Paris 75,75117,48.89503100,2.30658900,3,1,7
202400000013,2024-03-25 17:40:00,Paris 75,75119,48.89598900,2.37408400,1,1,6
202400000014,2024-03-25 15:10:00,Paris 75,75119,48.88758800,2.38035300,1,1,3
202400000015,2024-03-25 09:00:00,Paris 75,75119,48.89577200,2.38361200,1,1,1
202400000016,2024-03-25 13:40:00,Paris 75,75118,48.88946540,2.34958917,1,1,3
202400000017,2024-03-25 09:00:00,Paris 75,75117,48.88446200,2.29447800,1,1,6
202400000018,2024-03-25 09:25:00,Paris 75,75115,48.83652100,2.27664900,1,1,3
202400000019,2024-03-24 13:45:00,Paris 75,75102,48.86653800,2.35114500,1,1,6
202400000031,2024-09-19 20:45:00,Rennes,35238,48.11337000, -1.64760000,5,1,3
202400000044,2024-05-02 08:20:00,Marseille 13,13215,43.38322159,5.35134399,1,2,3
202400000081,2024-05-01 18:05:00,Lyon 69,69382,45.75779000,4.83500000,1,1,6
202400000110,2024-03-24 19:00:00,Lyon 69,69387,45.74826000,4.84363000,5,1,3
202400000111,2024-03-24 17:20:00,Lyon 69,69383,45.75256000,4.88829000,1,1,3
202400000114,2024-03-24 18:30:00,Lyon 69,69382,45.74846000,4.83158000,1,1,3
202400000124,2024-03-24 17:45:00,Lille,59350,50.62835000,3.10533000,1,1,3
202400000133,2024-03-24 19:10:00,Rennes,35238,48.11918363, -1.67516291,1,1,6
202400000143,2024-03-24 15:05:00,Paris 75,75112,48.82714100,2.39100300,1,1,4
202400000144,2024-03-24 15:00:00,Paris 75,75106,48.85208700,2.34031800,1,1,3
202400000145,2024-03-23 21:00:00,Paris 75,75116,48.87064600,2.25936300,5,2,2
202400000146,2024-03-24 14:10:00,Paris 75,75114,48.81994600,2.32547600,1,1,3
202400000147,2024-03-24 15:30:00,Paris 75,75113,48.82635600,2.38696900,1,1,6
202400000148,2024-03-24 16:44:00,Paris 75,75112,48.83860800,2.38127900,1,1,6
202400000149,2024-03-24 17:15:00,Paris 75,75110,48.87583000,2.35650000,1,1,7
202400000150,2024-03-24 01:45:00,Paris 75,75117,48.88373300,2.29531500,5,1,3
202400000191,2024-08-13 02:05:00,Lyon 69,69382,45.74693000,4.82889000,5,1,6
202400000223,2024-03-23 23:42:00,Marseille 13,13202,43.29209000,5.36580000,5,1,7
202400000237,2024-03-22 20:46:00,Paris 75,75116,48.83500600,2.26134700,5,1,2
202400000282,2024-09-19 19:00:00,Marseille 13,13213,43.32944000,5.40691000,2,1,3
202400000283,2024-09-18 22:47:00,Marseille 13,13216,43.35363000,5.32885000,5,1,2
202400000293,2024-09-19 17:50:00,Paris 75,75112,48.82758100,2.39214500,1,1,2
202400000294,2024-09-18 18:30:00,Paris 75,75115,48.83153400,2.28296200,1,1,3
202400000295,2024-09-18 17:20:00,Paris 75,75112,48.82674789,2.39000380,1,1,5
202400000296,2024-09-18 16:30:00,Paris 75,75114,48.82342500,2.31027400,1,1,2
202400000297,2024-09-19 18:50:00,Paris 75,75105,48.84229800,2.36022200,2,1,7
202400000299,2024-09-19 17:15:00,Paris 75,75120,48.86495900,2.39727300,1,1,3
202400000301,2024-09-18 16:15:00,Paris 75,75120,48.86136600,2.40937200,1,1,6
202400000302,2024-09-19 13:41:00,Paris 75,75119,48.90016100,2.38856200,1,1,3
202400000304,2024-09-19 06:20:00,Paris 75,75119,48.89523500,2.39417000,5,1,2
202400000307,2024-09-18 22:10:00,Paris 75,75119,48.89822000,2.38601500,5,1,3
202400000309,2024-09-19 20:50:00,Paris 75,75118,48.88932600,2.34467400,5,1,3
202400000311,2024-09-19 18:55:00,Paris 75,75117,48.88924400,2.30743900,1,1,1
202400000313,2024-09-19 08:00:00,Paris 75,75116,48.86964800,2.28505400,1,1,2
202400000314,2024-09-19 18:15:00,Paris 75,75113,48.83559600,2.36171400,1,1,6
202400000316,2024-09-19 08:29:00,Paris 75,75113,48.81802700,2.36036500,1,1,3
202400000318,2024-09-19 16:45:00,Paris 75,75110,48.87553000,2.35671900,1,1,7
202400000320,2024-09-19 09:16:00,Paris 75,75107,48.85410700,2.30639600,1,7,3
202400000321,2024-09-19 19:40:00,Paris 75,75103,48.86374900,2.35487800,2,1,3
202400000322,2024-02-12 20:50:00,Lyon 69,69383,45.74889000,4.86813000,3,1,3
202400000323,2024-02-12 19:50:00,Lyon 69,69388,45.74080744,4.86809596,1,1,6
202400000324,2024-09-19 09:50:00,Paris 75,75102,48.86954100,2.33678300,1,1,6
202400000327,2024-02-12 07:41:00,Lyon 69,69382,45.75010000,4.82740000,1,1,7
202400000329,2024-02-12 08:05:00,Lyon 69,69384,45.77444000,4.81265000,1,1,6
202400000411,2024-09-19 09:05:00,Marseille 13,13210,43.28616401,5.42968295,1,1,2
202400000441,2024-09-19 15:30:00,Paris 75,75112,48.81812100,2.45636900,1,1,4
202400000460,2024-07-09 18:45:00,Paris 75,75107,48.85613500,2.31508000,1,1,6
202400000480,2024-05-01 21:20:00,Lille,59350,50.64566000,3.00976000,2,1,1
202400000495,2024-05-01 17:25:00,Rennes,35238,48.10935000, -1.67284000,1,1,3
202400000506,2024-05-01 09:20:00,Toulouse,31555,43.56836000,1.41692000,1,2,5
202400000518,2024-05-01 03:15:00,Marseille 13,13208,43.28096000,5.38931000,5,1,3
202400000521,2024-05-01 00:30:00,Paris 75,75118,48.89770000,2.33756100,5,2,3
202400000523,2024-05-01 06:50:00,Paris 75,75116,48.84828000,2.26733300,2,1,6
202400000526,2024-05-01 17:59:00,Paris 75,75111,48.86884200,2.37630600,1,1,3
202400000528,2024-05-01 22:10:00,Paris 75,75107,48.86223000,2.30195000,3,3,3
202400000529,2024-04-30 21:10:00,Paris 75,75115,48.84595500,2.29871900,5,2,6
202400000536,2024-09-18 13:45:00,Marseille 13,13211,43.28334000,5.43366000,1,8,1
202400000538,2024-09-18 07:10:00,Marseille 13,13213,43.32658255,5.42228132,2,1,2
202400000563,2024-09-18 14:20:00,Paris 75,75119,48.88046600,2.37959100,1,1,6
202400000566,2024-09-18 14:10:00,Paris 75,75119,48.88323848,2.38790613,1,1,6
202400000569,2024-09-17 22:40:00,Paris 75,75118,48.89936000,2.35873000,5,1,2
202400000572,2024-09-18 19:10:00,Paris 75,75116,48.87417500,2.24488200,1,1,2
202400000578,2024-09-18 12:00:00,Paris 75,75116,48.85844200,2.26076400,1,1,1
202400000582,2024-09-18 10:30:00,Paris 75,75116,48.85557900,2.27029200,1,1,3
202400000586,2024-09-18 08:16:00,Paris 75,75115,48.84655400,2.28613800,1,1,6
202400000591,2024-09-17 16:15:00,Paris 75,75114,48.83502100,2.32400800,1,1,6
202400000651,2024-05-01 04:57:00,Lyon 69,69382,45.73468000,4.81870000,5,1,5
202400000653,2024-08-13 17:15:00,Rennes,35238,48.10906402, -1.71774179,1,1,5
202400000655,2024-08-13 15:50:00,Rennes,35238,48.11020240, -1.68621629,1,1,3
202400000658,2024-08-13 15:35:00,Rennes,35238,48.12871000, -1.68767000,1,1,3
202400000664,2024-08-13 07:35:00,Rennes,35238,48.10601000, -1.66645000,1,2,3
202400000670,2024-04-30 19:17:00,Lyon 69,69387,45.74776000,4.83872000,1,1,6
202400000672,2024-04-30 14:35:00,Lyon 69,69383,45.75346000,4.89183000,1,1,6
202400000674,2024-08-13 19:45:00,Toulouse,31555,43.57607592,1.45113140,1,1,3
202400000676,2024-08-12 20:55:00,Toulouse,31555,43.57800000,1.44743000,2,1,3
202400000684,2024-08-13 10:32:00,Marseille 13,13206,43.29029000,5.37606000,1,1,1
202400000685,2024-08-13 08:30:00,Marseille 13,13209,43.25950000,5.41426000,1,1,1
202400000689,2024-08-13 09:20:00,Marseille 13,13216,43.36256052,5.31886038,1,1,3
202400000700,2024-08-13 10:15:00,Paris 75,75115,48.83142400,2.28285400,1,1,2
202400000702,2024-08-12 10:15:00,Paris 75,75118,48.90084100,2.34127500,1,1,4
202400000704,2024-08-12 03:12:00,Paris 75,75118,48.89519100,2.34658600,5,1,6
202400000707,2024-08-12 15:15:00,Paris 75,75120,48.86666400,2.39713600,1,1,3
202400000710,2024-08-13 19:30:00,Paris 75,75118,48.89942300,2.34427200,1,1,3
202400000712,2024-08-13 17:20:00,Paris 75,75117,48.88312100,2.28741400,1,1,3
202400000714,2024-08-13 08:45:00,Paris 75,75117,48.88452100,2.28703300,1,8,3
202400000716,2024-08-13 14:41:00,Paris 75,75113,48.82135500,2.36840300,1,1,6
202400000718,2024-08-13 13:20:00,Paris 75,75112,48.85160400,2.37485900,1,1,6
202400000726,2024-04-30 10:10:00,Lille,59350,50.64480000,3.06044000,1,1,6
202400000751,2024-04-30 08:20:00,Rennes,35238,48.09033378, -1.62983090,1,1,6
202400000759,2024-04-30 17:46:00,Toulouse,31555,43.56463000,1.40180000,1,1,6
202400000761,2024-04-29 02:20:00,Toulouse,31555,43.61358000,1.45082000,5,2,2
202400000786,2024-04-30 19:05:00,Marseille 13,13211,43.28390000,5.46670000,1,1,3
202400000788,2024-04-30 20:15:00,Marseille 13,13216,43.36259000,5.33607000,1,1,2
202400000790,2024-04-30 16:00:00,Marseille 13,13213,43.34431386,5.44326097,1,1,3
202400000791,2024-04-30 07:06:00,Marseille 13,13211,43.29607000,5.48649000,1,1,5
202400000811,2024-04-30 16:10:00,Paris 75,75112,48.82764600,2.39365300,1,1,3
202400000812,2024-04-30 14:00:00,Paris 75,75116,48.87388971,2.27520669,1,1,3
202400000814,2024-04-30 04:30:00,Paris 75,75112,48.82781600,2.39498400,5,1,3
202400000815,2024-04-30 01:50:00,Paris 75,75105,48.84165500,2.35198100,5,1,3
202400000817,2024-04-30 17:03:00,Paris 75,75120,48.86497600,2.39735300,1,1,6
202400000819,2024-04-30 08:20:00,Paris 75,75120,48.85349300,2.41059200,1,2,3
202400000821,2024-04-30 08:29:00,Paris 75,75120,48.84887700,2.39941800,1,8,3
202400000823,2024-04-30 19:50:00,Paris 75,75115,48.82849300,2.30137000,1,1,1
202400000825,2024-04-29 10:55:00,Paris 75,75114,48.83308000,2.33152000,1,1,6
202400000828,2024-04-29 19:35:00,Paris 75,75112,48.84763000,2.38905300,1,1,3
202400000831,2024-04-29 22:58:00,Paris 75,75108,48.87376681,2.32704699,5,1,3
202400000833,2024-04-29 13:30:00,Paris 75,75103,48.86598800,2.35377600,1,1,6
202400000854,2024-08-12 17:20:00,Marseille 13,13214,43.33439187,5.38303265,1,1,2
202400000858,2024-08-13 12:20:00,Paris 75,75113,48.81636547,2.35978336,1,1,6
202400000875,2024-08-12 03:30:00,Lyon 69,69381,45.77127000,4.83826000,5,1,6
202400000904,2024-08-12 16:00:00,Rennes,35238,48.13241000, -1.69933000,1,1,6
202400000914,2024-08-12 22:15:00,Marseille 13,13208,43.25594000,5.37658000,5,1,3
202400000915,2024-08-11 12:55:00,Marseille 13,13213,43.32357000,5.45035000,1,1,1
202400000916,2024-08-11 03:14:00,Marseille 13,13207,43.28475000,5.35001000,5,1,1
202400000968,2024-02-12 18:25:00,Marseille 13,13212,43.31900000,5.43937000,5,1,3
202400000973,2024-02-10 20:45:00,Paris 75,75117,48.88191100,2.28272700,5,1,1
202400000974,2024-02-12 19:00:00,Paris 75,75117,48.88875700,2.30887500,5,1,6
202400000975,2024-02-12 12:20:00,Paris 75,75117,48.88443300,2.30126100,1,1,7
202400000976,2024-02-12 20:00:00,Paris 75,75115,48.84245700,2.28491800,5,1,7
202400000977,2024-02-12 08:55:00,Paris 75,75110,48.88109200,2.36514500,1,1,6
202400000978,2024-02-12 10:00:00,Paris 75,75104,48.85071900,2.35965900,1,1,3
202400001068,2024-02-11 21:05:00,Lyon 69,69386,45.77024000,4.86070000,5,1,3
202400001081,2024-06-07 17:10:00,Lille,59350,50.60830000,3.05980000,1,1,3
202400001088,2024-02-10 23:05:00,Lille,59350,50.61653000,3.07416000,5,2,1
202400001115,2024-02-09 17:30:00,Marseille 13,13209,43.25926000,5.39768000,5,3,7
202400001119,2024-02-09 11:10:00,Paris 75,75117,48.88527700,2.28712300,1,8,2
202400001121,2024-06-07 08:50:00,Rennes,35238,48.10698000, -1.67057000,1,1,3
202400001122,2024-02-11 15:00:00,Paris 75,75119,48.88017300,2.37563700,1,1,6
202400001123,2024-02-10 10:45:00,Paris 75,75117,48.89584800,2.32673600,1,2,6
202400001127,2024-02-11 00:40:00,Paris 75,75115,48.84854300,2.29728100,5,1,6
202400001128,2024-02-10 11:00:00,Paris 75,75115,48.84556900,2.29464400,1,2,6
202400001131,2024-02-11 16:25:00,Paris 75,75115,48.84551200,2.28456000,1,2,6
202400001134,2024-02-09 12:30:00,Paris 75,75112,48.84024300,2.37922500,1,1,3
202400001138,2024-02-11 06:40:00,Paris 75,75110,48.87379300,2.35830100,5,2,7
202400001140,2024-02-11 01:01:00,Paris 75,75108,48.86589600,2.31991700,4,1,3
202400001144,2024-02-10 17:00:00,Paris 75,75107,48.86054200,2.29562400,1,2,6
202400001179,2024-06-06 07:10:00,Paris 75,75119,48.88211400,2.40169400,1,1,3
202400001184,2024-06-07 16:30:00,Paris 75,75119,48.88732600,2.36705800,1,1,3
202400001186,2024-06-07 15:50:00,Paris 75,75118,48.89330700,2.35967600,1,1,3
202400001189,2024-06-07 12:00:00,Paris 75,75116,48.83951000,2.25654900,1,1,3
202400001192,2024-06-04 16:45:00,Paris 75,75116,48.87087600,2.28800000,1,1,6
202400001194,2024-06-06 18:30:00,Paris 75,75114,48.82187200,2.32829800,1,1,6
202400001196,2024-05-31 18:30:00,Paris 75,75112,48.82952500,2.40122800,1,1,2
202400001198,2024-06-07 18:25:00,Paris 75,75111,48.86910200,2.37426600,1,1,3
202400001201,2024-06-07 09:33:00,Paris 75,75110,48.86814100,2.36372600,1,1,1
202400001204,2024-06-06 18:50:00,Paris 75,75109,48.87758000,2.34075800,1,1,6
202400001207,2024-06-07 19:00:00,Paris 75,75116,48.84984200,2.25985400,1,1,3
202400001208,2024-06-07 13:05:00,Paris 75,75107,48.85108100,2.31460900,1,1,6
202400001211,2024-06-07 10:00:00,Paris 75,75107,48.86283600,2.31345300,1,1,6
202400001213,2024-06-07 09:00:00,Paris 75,75107,48.86229600,2.30631700,1,1,7
202400001216,2024-06-07 04:18:00,Paris 75,75107,48.85959200,2.29712000,5,1,6
202400001242,2024-10-20 04:21:00,Marseille 13,13215,43.34676777,5.37260261,5,1,2
202400001254,2024-10-23 18:07:00,Lille,59350,50.62213000,3.08304000,1,1,2
202400001264,2024-02-11 16:05:00,Marseille 13,13215,43.36643455,5.36080529,1,1,2
202400001308,2024-06-25 22:25:00,Rennes,35238,48.12128000, -1.70739700,2,1,6
202400001333,2024-10-23 21:10:00,Lyon 69,69388,45.73511210,4.85342731,5,1,3
202400001335,2024-10-16 15:30:00,Lyon 69,69387,45.74741774,4.83518702,1,2,6
202400001337,2024-10-23 15:15:00,Lyon 69,69382,45.76207710,4.83437192,1,1,6
202400001432,2024-06-07 17:45:00,Marseille 13,13214,43.32276000,5.37829000,1,1,2
202400001459,2024-10-22 22:40:00,Paris 75,75119,48.89281000,2.39561000,5,1,4
202400001460,2024-10-23 16:45:00,Paris 75,75118,48.89556300,2.32832300,1,1,3
202400001461,2024-10-23 10:00:00,Paris 75,75118,48.89574100,2.37133900,1,1,3
202400001462,2024-10-23 09:35:00,Paris 75,75117,48.89405100,2.31420300,1,1,3
202400001463,2024-10-23 08:35:00,Paris 75,75117,48.88502100,2.32079200,1,1,6
202400001464,2024-10-23 17:22:00,Paris 75,75116,48.84396000,2.27138000,1,1,2
202400001465,2024-10-23 10:00:00,Paris 75,75116,48.84273500,2.25871600,1,1,6
202400001466,2024-10-23 12:17:00,Paris 75,75113,48.84193800,2.36790300,1,1,3
202400001467,2024-10-23 19:00:00,Paris 75,75112,48.84763800,2.38934100,3,1,6
202400001468,2024-10-23 16:15:00,Paris 75,75112,48.84668000,2.36693000,1,1,1
202400001469,2024-10-23 08:20:00,Paris 75,75109,48.87109400,2.34577400,1,8,3
202400001470,2024-10-22 22:50:00,Paris 75,75109,48.87305900,2.32831700,5,1,6
202400001471,2024-10-23 20:10:00,Paris 75,75108,48.86740900,2.30703200,5,1,6
202400001472,2024-10-23 21:40:00,Paris 75,75104,48.85396800,2.36486500,5,1,6
202400001473,2024-10-23 15:50:00,Paris 75,75103,48.86688700,2.36189100,1,1,6
202400001474,2024-10-23 13:00:00,Paris 75,75104,48.85386700,2.36716300,1,1,7
202400001543,2024-03-22 16:25:00,Marseille 13,13210,43.28692821,5.41247177,1,1,3
202400001549,2024-03-23 13:20:00,Paris 75,75115,48.83048800,2.28517700,1,1,2
202400001550,2024-03-22 23:30:00,Paris 75,75114,48.82700900,2.32497800,5,3,6
202400001551,2024-03-23 13:30:00,Paris 75,75118,48.88787600,2.34868600,1,1,6
202400001552,2024-03-23 14:45:00,Paris 75,75116,48.86549700,2.24488300,1,2,2
202400001553,2024-03-23 01:30:00,Paris 75,75115,48.83831800,2.29846300,5,1,1
202400001554,2024-03-22 17:25:00,Paris 75,75114,48.82266600,2.32269000,1,1,3
202400001555,2024-03-23 02:00:00,Paris 75,75109,48.87342000,2.32969600,5,1,3
202400001556,2024-03-23 01:01:00,Paris 75,75108,48.86422500,2.30198500,5,1,6
202400001557,2024-03-23 05:30:00,Paris 75,75107,48.86283700,2.31346000,2,1,1
202400001682,2024-03-22 18:30:00,Lyon 69,69388,45.73853275,4.86053185,2,1,6
202400001685,2024-03-22 13:00:00,Lyon 69,69387,45.73429769,4.83540253,1,1,3
202400001688,2024-03-22 12:15:00,Lyon 69,69389,45.77555000,4.80266000,1,1,6
202400001796,2024-03-22 21:55:00,Rennes,35238,48.11024296, -1.68459324,5,2,3
202400001798,2024-03-22 15:45:00,Rennes,35238,48.12886648, -1.68384168,1,8,2
202400001803,2024-07-09 13:10:00,Lille,59350,50.64632000,3.00925000,1,8,3
202400001810,2024-03-22 16:33:00,Toulouse,31555,43.56016000,1.40427000,1,1,6
202400001822,2024-03-22 14:40:00,Marseille 13,13214,43.32450000,5.39412000,1,1,1
202400001823,2024-03-22 12:10:00,Marseille 13,13210,43.27508000,5.41594000,1,1,3
202400001825,2024-03-22 09:30:00,Marseille 13,13215,43.33923593,5.38120947,1,1,3
202400001827,2024-03-22 05:15:00,Marseille 13,13210,43.28648616,5.41618930,5,1,1
202400001834,2024-03-21 03:30:00,Paris 75,75119,48.88566000,2.39745400,5,1,2
202400001836,2024-03-22 20:15:00,Paris 75,75105,48.83763510,2.35438200,5,1,6
202400001837,2024-03-21 05:20:00,Paris 75,75120,48.86551100,2.39800800,5,1,1
202400001839,2024-03-22 20:45:00,Paris 75,75117,48.88260400,2.32205200,5,1,6
202400001841,2024-03-22 02:05:00,Paris 75,75117,48.88334800,2.32580900,5,1,7
202400001842,2024-03-22 16:20:00,Paris 75,75116,48.85758500,2.27645300,1,1,4
202400001844,2024-03-22 10:45:00,Paris 75,75116,48.86250637,2.28680581,1,1,3
202400001846,2024-03-21 18:45:00,Paris 75,75114,48.82261400,2.31496700,1,1,7
202400001847,2024-03-21 09:15:00,Paris 75,75114,48.82121200,2.33429700,1,1,3
202400001857,2024-07-08 22:51:00,Marseille 13,13206,43.29224000,5.37731000,5,1,3
202400001858,2024-07-09 03:50:00,Marseille 13,13210,43.27956000,5.41761000,5,1,3
202400001859,2024-07-08 11:25:00,Marseille 13,13203,43.31773000,5.37413000,1,1,6
202400001860,2024-07-08 10:04:00,Marseille 13,13208,43.27844000,5.39231000,1,1,3
202400001868,2024-09-17 14:55:00,Paris 75,75114,48.82099900,2.32012200,1,1,7
202400001871,2024-09-18 15:10:00,Paris 75,75113,48.82626400,2.37815200,1,1,7
202400001875,2024-09-18 12:30:00,Paris 75,75111,48.85292500,2.38858000,1,1,3
202400001877,2024-07-09 08:55:00,Paris 75,75114,48.82562300,2.30096500,1,1,3
202400001878,2024-09-18 05:22:00,Paris 75,75108,48.87488250,2.31985205,5,1,6
202400001882,2024-07-08 18:15:00,Paris 75,75119,48.88912800,2.39629700,1,1,4
202400001887,2024-07-09 13:46:00,Paris 75,75113,48.81739200,2.36680300,1,1,3
202400001890,2024-07-08 21:25:00,Paris 75,75119,48.90022300,2.38200500,5,1,6
202400001893,2024-07-09 19:30:00,Paris 75,75117,48.88115800,2.31535300,1,1,3
202400001897,2024-07-09 10:25:00,Paris 75,75117,48.88448700,2.29308700,1,1,6
202400001900,2024-07-08 22:48:00,Paris 75,75117,48.87571800,2.28897300,3,1,3
202400001904,2024-07-09 17:25:00,Paris 75,75116,48.87445100,2.29295000,1,1,3
202400001907,2024-07-09 09:50:00,Paris 75,75116,48.84451800,2.26623500,1,1,3
202400001910,2024-07-08 16:55:00,Paris 75,75116,48.86721800,2.28314800,1,1,3
202400001913,2024-07-09 09:45:00,Paris 75,75113,48.81997800,2.34425100,1,1,3
202400001914,2024-04-15 14:05:00,Paris 75,75118,48.89704000,2.35979000,1,1,3
202400001915,2024-07-08 13:55:00,Paris 75,75112,48.84540100,2.36971500,1,1,6
202400001918,2024-07-08 08:50:00,Paris 75,75112,48.83536000,2.40657000,1,1,1
202400001923,2024-06-28 02:40:00,Paris 75,75111,48.85162800,2.39048200,5,1,3
202400001926,2024-07-09 16:50:00,Paris 75,75110,48.88156400,2.36582800,1,1,6
202400001927,2024-07-09 00:45:00,Paris 75,75110,48.87964000,2.36810300,5,1,3
202400001929,2024-07-09 15:50:00,Paris 75,75109,48.87404900,2.34243000,1,1,6
202400001930,2024-07-09 17:25:00,Paris 75,75108,48.86759100,2.30123900,1,8,6
202400001932,2024-07-09 12:00:00,Paris 75,75101,48.85941200,2.33639100,1,1,7
202400001934,2024-07-09 09:10:00,Paris 75,75101,48.86534500,2.32730200,1,1,7
202400001936,2024-07-09 08:15:00,Paris 75,75101,48.86634600,2.32730200,1,1,7
202400002017,2024-09-18 17:15:00,Marseille 13,13212,43.31899096,5.42240764,1,1,3
202400002020,2024-09-18 13:00:00,Marseille 13,13215,43.35196000,5.36649000,1,1,4
202400002043,2024-11-21 09:49:00,Marseille 13,13214,43.33005000,5.39559000,1,1,2
202400002045,2024-11-29 15:10:00,Marseille 13,13215,43.36643455,5.36080529,1,1,4
202400002075,2024-07-03 08:40:00,Marseille 13,13209,43.25850866,5.39425023,1,1,2
202400002085,2024-11-29 13:00:00,Lyon 69,69386,45.77010750,4.86167880,1,1,6
202400002090,2024-09-16 11:30:00,Lyon 69,69387,45.74802000,4.84395000,1,1,6
202400002093,2024-09-17 11:15:00,Lyon 69,69383,45.76355000,4.85205000,1,1,1
202400002095,2024-09-17 18:20:00,Lyon 69,69388,45.73964000,4.85950000,1,8,6
202400002179,2024-09-17 13:30:00,Lille,59350,50.61799100,3.05006200,1,1,3
202400002235,2024-09-17 17:05:00,Toulouse,31555,43.62654562,1.43290848,1,1,2
202400002254,2024-11-29 17:10:00,Rennes,35238,48.11504000, -1.69925000,2,1,7
202400002257,2024-11-29 16:55:00,Rennes,35238,48.10533000, -1.73429000,2,1,5
202400002260,2024-11-29 15:15:00,Rennes,35238,48.12968262, -1.71067536,1,1,2
202400002263,2024-11-29 12:20:00,Rennes,35238,48.10600000, -1.72359000,1,1,3
202400002275,2024-11-29 11:35:00,Toulouse,31555,43.61997000,1.42392000,1,1,3
202400002276,2024-09-17 17:10:00,Marseille 13,13214,43.32478000,5.38435000,1,1,6
202400002278,2024-11-20 17:45:00,Toulouse,31555,43.59300000,1.44444000,5,2,6
202400002279,2024-09-17 15:50:00,Marseille 13,13213,43.33848000,5.43263000,1,1,3
202400002281,2024-11-27 15:40:00,Toulouse,31555,43.60630000,1.44827000,1,1,2
202400002282,2024-09-16 20:30:00,Marseille 13,13214,43.33382000,5.39024000,5,1,3
202400002285,2024-09-17 11:25:00,Marseille 13,13213,43.31939000,5.40861000,1,1,3
202400002288,2024-09-17 08:45:00,Marseille 13,13209,43.25613000,5.41156000,1,7,1
202400002290,2024-09-16 15:55:00,Marseille 13,13209,43.25101747,5.42207036,1,1,3
202400002293,2024-09-16 08:41:00,Marseille 13,13207,43.28795000,5.36060000,1,1,3
202400002303,2024-09-17 17:30:00,Paris 75,75117,48.88016671,2.28125632,1,1,2
202400002305,2024-09-17 13:13:00,Paris 75,75117,48.88303500,2.32402300,1,1,6
202400002308,2024-09-17 09:20:00,Paris 75,75106,48.85274800,2.34384700,1,1,6
202400002311,2024-09-17 01:20:00,Paris 75,75119,48.88304600,2.38545200,5,1,3
202400002313,2024-09-17 21:00:00,Paris 75,75117,48.88115500,2.31461500,3,1,1
202400002316,2024-09-16 12:30:00,Paris 75,75117,48.88791300,2.29976800,1,1,6
202400002319,2024-09-17 17:45:00,Paris 75,75116,48.84071300,2.26500900,1,1,6
202400002322,2024-09-16 19:20:00,Paris 75,75114,48.83212300,2.31472300,1,1,2
202400002326,2024-09-17 19:30:00,Paris 75,75109,48.87157900,2.34320200,5,1,3
202400002329,2024-11-29 10:00:00,Paris 75,75113,48.81839700,2.36934700,1,1,2
202400002330,2024-09-17 13:15:00,Paris 75,75108,48.87321600,2.31004800,1,8,6
202400002331,2024-08-12 17:00:00,Paris 75,75119,48.89578500,2.38359500,1,1,6
202400002333,2024-11-29 17:35:00,Paris 75,75116,48.86117100,2.26389100,5,1,5
202400002334,2024-09-17 08:45:00,Paris 75,75101,48.86398900,2.33227000,1,1,3
202400002335,2024-08-12 17:10:00,Paris 75,75118,48.88828695,2.35143453,1,1,6
202400002337,2024-09-16 18:16:00,Paris 75,75104,48.84939300,2.36181200,1,1,7
202400002338,2024-11-29 18:00:00,Paris 75,75105,48.84141300,2.35470800,5,1,6
202400002339,2024-08-12 12:10:00,Paris 75,75118,48.89597000,2.34601800,1,7,3
202400002341,2024-09-16 17:00:00,Paris 75,75103,48.85881800,2.36451100,1,1,2
202400002342,2024-08-12 13:40:00,Paris 75,75108,48.87950700,2.32182700,1,1,3
202400002343,2024-11-28 09:27:00,Paris 75,75105,48.83972800,2.35117800,1,1,4
202400002346,2024-11-29 19:05:00,Paris 75,75119,48.88988100,2.39662300,5,1,6
202400002349,2024-08-12 09:10:00,Paris 75,75108,48.87137200,2.31006700,1,1,3
202400002350,2024-11-29 12:05:00,Paris 75,75116,48.85303500,2.26187300,1,1,3
202400002353,2024-11-29 09:55:00,Paris 75,75114,48.82174000,2.33257200,1,1,6
202400002356,2024-08-12 02:25:00,Paris 75,75102,48.87019200,2.34261600,5,1,3
202400002357,2024-11-29 03:00:00,Paris 75,75112,48.83408200,2.42035100,5,1,6
202400002361,2024-11-29 18:15:00,Paris 75,75101,48.86957400,2.32588700,5,1,3
202400002364,2024-11-29 12:20:00,Paris 75,75109,48.87574900,2.34200200,1,1,6
202400002368,2024-11-29 12:15:00,Paris 75,75109,48.87148000,2.34305300,1,1,6
202400002373,2024-11-29 20:30:00,Paris 75,75108,48.87490000,2.30453500,5,1,3
202400002377,2024-11-29 06:05:00,Paris 75,75108,48.87485800,2.31989300,5,1,6
202400002380,2024-11-28 20:50:00,Paris 75,75103,48.86271600,2.36463100,5,1,7
202400002423,2024-04-29 14:45:00,Rennes,35238,48.11084127, -1.69253352,1,1,6
202400002450,2024-04-29 11:30:00,Marseille 13,13214,43.32742000,5.38469000,1,1,7
202400002462,2024-04-27 21:20:00,Paris 75,75118,48.90111800,2.35484100,5,3,2
202400002464,2024-04-29 17:20:00,Paris 75,75105,48.85041500,2.34734500,1,1,3
202400002468,2024-04-29 13:40:00,Paris 75,75117,48.87825400,2.29566400,1,1,3
